channel_id,title,description,custom_url,published_at,country,thumbnail_high,uploads_playlist,subscriber_count,view_count,video_count
UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,"And, baby, that’s show business for you. New album The Life of a Showgirl. Available now ❤️‍🔥
",@taylorswift,2006-09-20T21:05:35Z,,https://yt3.ggpht.com/HFEgZENJw23LuRb0ldBpDrQKscFUWSf4n2jqrNh-1EqpE3Uiy_IYwacuUXCjCruNUP3Ttq9N=s800-c-k-c0x00ffffff-no-rj,UUqECaJ8Gagnn7YCbPEzWH6g,62900000,43067016693,650
